STATE_NAME,STATE_CODE,AGE_GROUP,CAUSE_OF_DEATH,TOTAL_DEATHS,TOTAL_POPULATION
Indiana,18,75-84 years,Influenza & Pneumonia,232,317937
Nevada,32,65-74 years,Alzheimer & Brain Degeneration Disease,108,303363
South Carolina,45,85+ years,Alzheimer & Brain Degeneration Disease,1743,91410
Wisconsin,55,35-44 years,Stroke,22,713075
North Carolina,37,75-84 years,Cancer,5414,515192
New Mexico,35,85+ years,Stroke,378,41409
Virginia,51,65-74 years,Influenza & Pneumonia,204,802291
North Dakota,38,85+ years,Kidney Disease,45,18813
North Dakota,38,65-74 years,Kidney Disease,18,66664
Virginia,51,45-54 years,Heart Diseases,790,1100274
New York,36,25-34 years,Motor Vehicle Accidents,221,2867651
Maryland,24,35-44 years,Diabetes,39,782213
Colorado,8,85+ years,Cancer,1431,89921
Connecticut,9,55-64 years,Cancer,1102,513455
Kansas,20,75-84 years,Heart Diseases,1571,137573
Ohio,39,35-44 years,COVID-19,115,1397808
Oklahoma,40,65-74 years,Other Causes,1373,368050
Colorado,8,75-84 years,Diabetes,249,230360
Maryland,24,45-54 years,Chronic Respiratory Diseases,42,795467
North Carolina,37,25-34 years,Diabetes,31,1416069
West Virginia,54,65-74 years,Other Accidents,133,217323
Ohio,39,25-34 years,Influenza & Pneumonia,13,1554378
South Dakota,46,55-64 years,Chronic Respiratory Diseases,40,117498
California,6,25-34 years,Cancer,501,6052952
Kentucky,21,45-54 years,Influenza & Pneumonia,47,563662
Utah,49,55-64 years,Alzheimer & Brain Degeneration Disease,20,303134
Iowa,19,45-54 years,Kidney Disease,17,362509
Florida,12,35-44 years,Motor Vehicle Accidents,470,2600531
Virginia,51,55-64 years,Kidney Disease,201,1114417
Nebraska,31,65-74 years,Cancer,952,178908
Nevada,32,85+ years,Heart Diseases,2023,44816
Georgia,13,55-64 years,Diabetes,477,1307533
New Jersey,34,45-54 years,Heart Diseases,704,1200823
Rhode Island,44,65-74 years,Cancer,591,106159
Illinois,17,45-54 years,Chronic Respiratory Diseases,129,1599789
Missouri,29,35-44 years,Heart Diseases,262,753739
Alaska,2,75-84 years,COVID-19,67,23107
District of Columbia,11,65-74 years,Diabetes,23,50219
Ohio,39,85+ years,COVID-19,5019,256272
Wisconsin,55,85+ years,Heart Diseases,5481,128309
Maine,23,65-74 years,Kidney Disease,54,169079
Arizona,4,65-74 years,Cancer,3672,751699
North Carolina,37,35-44 years,Other Causes,938,1303427
Arkansas,5,75-84 years,Kidney Disease,217,161141
Mississippi,28,75-84 years,COVID-19,1240,145440
New Mexico,35,55-64 years,Heart Diseases,531,272921
Missouri,29,45-54 years,Heart Diseases,790,732944
Maryland,24,65-74 years,Cancer,3092,561582
Connecticut,9,75-84 years,Kidney Disease,190,186095
Virginia,51,75-84 years,Diabetes,573,402130
Wisconsin,55,75-84 years,COVID-19,1580,294186
Kentucky,21,35-44 years,Motor Vehicle Accidents,118,550953
Alabama,1,45-54 years,Chronic Respiratory Diseases,114,616616
Massachusetts,25,35-44 years,Diabetes,21,848373
Maryland,24,75-84 years,Stroke,818,278421
Montana,30,75-84 years,Stroke,133,58951
California,6,35-44 years,Motor Vehicle Accidents,603,5282100
Texas,48,35-44 years,Influenza & Pneumonia,86,3942439
Alabama,1,65-74 years,Other Accidents,196,501447
Nevada,32,55-64 years,COVID-19,467,383476
Wisconsin,55,55-64 years,COVID-19,446,823018
Utah,49,75-84 years,Chronic Respiratory Diseases,292,107832
Delaware,10,55-64 years,Chronic Respiratory Diseases,47,137730
Alabama,1,25-34 years,Heart Diseases,109,647229
Pennsylvania,42,85+ years,Motor Vehicle Accidents,82,332112
Oklahoma,40,35-44 years,Heart Diseases,211,497873
Oregon,41,45-54 years,Kidney Disease,14,510127
Nebraska,31,55-64 years,Motor Vehicle Accidents,37,242293
Indiana,18,85+ years,Motor Vehicle Accidents,31,131069
Washington,53,55-64 years,Other Accidents,414,959608
Tennessee,47,85+ years,Kidney Disease,308,121769
Kansas,20,65-74 years,Motor Vehicle Accidents,56,272236
Arizona,4,85+ years,COVID-19,1942,145737
Indiana,18,35-44 years,Motor Vehicle Accidents,130,828959
Alabama,1,75-84 years,COVID-19,1881,256847
New York,36,45-54 years,Influenza & Pneumonia,147,2471804
Oregon,41,75-84 years,Influenza & Pneumonia,100,216944
Washington,53,45-54 years,COVID-19,136,923777
Michigan,26,85+ years,Motor Vehicle Accidents,48,213136
West Virginia,54,55-64 years,COVID-19,121,254726
Delaware,10,85+ years,Influenza & Pneumonia,49,20254
Florida,12,55-64 years,Stroke,876,2898355
Connecticut,9,45-54 years,Kidney Disease,18,476905
Kansas,20,15-24 years,Other Accidents,39,412813
Mississippi,28,85+ years,COVID-19,1000,52298
Nevada,32,45-54 years,Diabetes,51,394228
California,6,65-74 years,Diabetes,2420,3386670
North Carolina,37,55-64 years,COVID-19,824,1362125
Montana,30,55-64 years,Cancer,355,150008
Iowa,19,65-74 years,Stroke,201,311447
Ohio,39,75-84 years,Alzheimer & Brain Degeneration Disease,1722,600805
New York,36,85+ years,Influenza & Pneumonia,1895,460001
Colorado,8,55-64 years,Cancer,1426,713013
Nebraska,31,85+ years,Influenza & Pneumonia,168,43058
Ohio,39,65-74 years,Kidney Disease,537,1189243
Kansas,20,45-54 years,Other Accidents,113,327961
Louisiana,22,35-44 years,Other Causes,469,589854
Arkansas,5,45-54 years,Cancer,373,361582
Illinois,17,55-64 years,Other Causes,2944,1658283
New Hampshire,33,55-64 years,Other Accidents,87,214314
Ohio,39,55-64 years,Stroke,526,1604683
New Jersey,34,55-64 years,Cancer,2712,1223649
Kentucky,21,85+ years,Cancer,1292,81868
Alaska,2,65-74 years,Cancer,335,61300
Tennessee,47,75-84 years,COVID-19,2073,340228
North Carolina,37,85+ years,Cancer,2973,189394
Georgia,13,85+ years,Other Accidents,432,151069
South Dakota,46,65-74 years,Alzheimer & Brain Degeneration Disease,28,89216
Michigan,26,75-84 years,Alzheimer & Brain Degeneration Disease,1388,514685
Michigan,26,35-44 years,Other Accidents,560,1166172
Texas,48,65-74 years,Diabetes,1970,2245028
Minnesota,27,65-74 years,Kidney Disease,96,531059
New York,36,75-84 years,Kidney Disease,729,976223
Mississippi,28,65-74 years,Motor Vehicle Accidents,78,288955
Kansas,20,85+ years,Other Accidents,259,65678
Vermont,50,85+ years,Influenza & Pneumonia,25,14437
Michigan,26,65-74 years,Other Causes,3768,1037580
Utah,49,45-54 years,Chronic Respiratory Diseases,22,328430
California,6,15-24 years,Heart Diseases,55,5180973
New Mexico,35,75-84 years,Other Accidents,149,111714
North Dakota,38,55-64 years,Stroke,26,93878
Alabama,1,35-44 years,Stroke,52,593306
Louisiana,22,65-74 years,Motor Vehicle Accidents,72,442534
Rhode Island,44,85+ years,Stroke,201,27512
Kentucky,21,65-74 years,Motor Vehicle Accidents,82,447876
District of Columbia,11,75-84 years,Other Causes,147,24882
District of Columbia,11,55-64 years,COVID-19,140,69876
Washington,53,75-84 years,Diabetes,471,339621
Mississippi,28,45-54 years,Other Accidents,118,362040
Texas,48,45-54 years,Kidney Disease,283,3554098
Arkansas,5,35-44 years,Other Accidents,117,370263
Wisconsin,55,45-54 years,Motor Vehicle Accidents,86,715209
Hawaii,15,75-84 years,COVID-19,74,74688
Mississippi,28,35-44 years,Diabetes,35,365754
Tennessee,47,65-74 years,Alzheimer & Brain Degeneration Disease,391,681396
Massachusetts,25,65-74 years,Stroke,332,673305
Washington,53,85+ years,Chronic Respiratory Diseases,788,134578
Illinois,17,25-34 years,Motor Vehicle Accidents,217,1758096
Utah,49,85+ years,COVID-19,379,38574
Colorado,8,65-74 years,Kidney Disease,127,522131
West Virginia,54,75-84 years,Alzheimer & Brain Degeneration Disease,313,109552
South Carolina,45,45-54 years,Chronic Respiratory Diseases,100,640607
New York,36,65-74 years,Chronic Respiratory Diseases,1559,1859922
New York,36,55-64 years,COVID-19,4876,2597156
New Jersey,34,85+ years,Heart Diseases,9139,203104
Oklahoma,40,85+ years,Other Accidents,356,74163
Wyoming,56,75-84 years,Alzheimer & Brain Degeneration Disease,83,27598
California,6,45-54 years,Other Accidents,1663,4979745
North Carolina,37,65-74 years,Influenza & Pneumonia,308,1046508
Florida,12,85+ years,Alzheimer & Brain Degeneration Disease,6933,581454
Hawaii,15,55-64 years,Other Accidents,111,179137
Tennessee,47,35-44 years,Heart Diseases,344,847658
Washington,53,35-44 years,Cancer,223,1028141
South Carolina,45,65-74 years,Kidney Disease,290,570600
Missouri,29,85+ years,COVID-19,2591,133531
Massachusetts,25,85+ years,Alzheimer & Brain Degeneration Disease,1317,159523
Oregon,41,85+ years,Chronic Respiratory Diseases,515,84538
Indiana,18,55-64 years,Other Causes,1973,875082
California,6,55-64 years,Kidney Disease,507,4786635
New Hampshire,33,85+ years,Influenza & Pneumonia,92,30241
Georgia,13,35-44 years,Influenza & Pneumonia,29,1380954
Alaska,2,85+ years,Kidney Disease,20,7181
Missouri,29,55-64 years,Other Accidents,370,830732
Hawaii,15,85+ years,Cancer,499,41668
Ohio,39,45-54 years,Motor Vehicle Accidents,184,1447581
Massachusetts,25,45-54 years,Kidney Disease,35,893633
Idaho,16,55-64 years,Chronic Respiratory Diseases,96,218360
New Mexico,35,65-74 years,Kidney Disease,64,224483
Georgia,13,45-54 years,Diabetes,228,1399652
Louisiana,22,75-84 years,Influenza & Pneumonia,140,216431
Arkansas,5,55-64 years,Other Accidents,132,385994
Idaho,16,75-84 years,Other Accidents,122,85030
Delaware,10,45-54 years,Stroke,12,118881
South Carolina,45,35-44 years,Chronic Respiratory Diseases,13,620504
Georgia,13,75-84 years,Other Accidents,338,439884
North Carolina,37,45-54 years,Alzheimer & Brain Degeneration Disease,11,1364067
Tennessee,47,25-34 years,Other Accidents,546,949656
New Jersey,34,75-84 years,Motor Vehicle Accidents,57,439565
Massachusetts,25,75-84 years,Heart Diseases,2748,336504
Oklahoma,40,55-64 years,Other Accidents,242,493694
West Virginia,54,85+ years,Cancer,584,40136
California,6,85+ years,Heart Diseases,28597,749846
Illinois,17,85+ years,Chronic Respiratory Diseases,1641,266969
Florida,12,65-74 years,Stroke,1856,2465369
North Dakota,38,75-84 years,Influenza & Pneumonia,36,34368
California,6,75-84 years,Kidney Disease,1101,1701599
Utah,49,65-74 years,Other Causes,721,219466
Wisconsin,55,65-74 years,Diabetes,399,594748
Maine,23,55-64 years,Kidney Disease,11,211560
Iowa,19,85+ years,Stroke,694,78674
Kentucky,21,75-84 years,Cancer,2628,220820
Alabama,1,85+ years,Heart Diseases,4187,91543
Pennsylvania,42,75-84 years,Kidney Disease,916,707157
West Virginia,54,45-54 years,Motor Vehicle Accidents,50,229251
Louisiana,22,85+ years,Diabetes,256,82057
New Jersey,34,35-44 years,COVID-19,300,1137693
South Dakota,46,85+ years,Other Causes,495,20985
Minnesota,27,75-84 years,Stroke,621,266713
Indiana,18,45-54 years,Other Accidents,411,824029
Montana,30,65-74 years,Cancer,628,124631
District of Columbia,11,85+ years,COVID-19,206,12242
Connecticut,9,85+ years,Cancer,1496,91330
Iowa,19,55-64 years,Chronic Respiratory Diseases,222,415696
Oregon,41,55-64 years,COVID-19,153,538950
Kentucky,21,55-64 years,Alzheimer & Brain Degeneration Disease,43,598289
Texas,48,75-84 years,Alzheimer & Brain Degeneration Disease,4260,1080742
Pennsylvania,42,45-54 years,Influenza & Pneumonia,76,1604097
Oklahoma,40,75-84 years,Other Accidents,263,192919
Georgia,13,65-74 years,Other Causes,3906,926001
Delaware,10,65-74 years,Alzheimer & Brain Degeneration Disease,34,112858
New Hampshire,33,65-74 years,Alzheimer & Brain Degeneration Disease,47,152669
Pennsylvania,42,55-64 years,Cancer,4883,1804883
Louisiana,22,55-64 years,Heart Diseases,1815,604670
Michigan,26,45-54 years,Cancer,1176,1254679
Delaware,10,75-84 years,Diabetes,61,55794
South Dakota,46,75-84 years,Other Accidents,52,41670
Connecticut,9,65-74 years,Other Causes,1156,352819
Montana,30,85+ years,COVID-19,351,22855
Nebraska,31,75-84 years,Other Causes,915,90492
Florida,12,25-34 years,Stroke,58,2799422
Missouri,29,75-84 years,Stroke,849,318341
Massachusetts,25,55-64 years,Chronic Respiratory Diseases,287,943190
Rhode Island,44,55-64 years,COVID-19,120,149609
Idaho,16,65-74 years,Influenza & Pneumonia,42,175866
Alabama,1,55-64 years,Diabetes,253,657667
Missouri,29,65-74 years,Other Accidents,249,610165
Rhode Island,44,75-84 years,Kidney Disease,37,53375
Mississippi,28,55-64 years,Other Accidents,168,385911
South Carolina,45,55-64 years,Other Causes,1713,689144
Maine,23,75-84 years,Stroke,189,82386
New Hampshire,33,75-84 years,Diabetes,97,70954
Hawaii,15,65-74 years,Kidney Disease,35,152092
Georgia,13,25-34 years,Motor Vehicle Accidents,289,1493261
Texas,48,85+ years,Influenza & Pneumonia,1014,408459
Illinois,17,65-74 years,COVID-19,3364,1176033
Arizona,4,75-84 years,Kidney Disease,223,411197
Virginia,51,85+ years,Cancer,2581,154485
Arizona,4,45-54 years,Chronic Respiratory Diseases,46,852090
Virginia,51,35-44 years,Diabetes,62,1112496
Colorado,8,45-54 years,Influenza & Pneumonia,30,706150
Tennessee,47,45-54 years,Kidney Disease,72,871279
Pennsylvania,42,35-44 years,Kidney Disease,27,1513739
New Mexico,35,45-54 years,Other Causes,363,235656
Idaho,16,85+ years,Alzheimer & Brain Degeneration Disease,549,29774
Michigan,26,55-64 years,Heart Diseases,3135,1399535
Florida,12,45-54 years,Cancer,2416,2709395
New Jersey,34,65-74 years,Heart Diseases,3080,832866
Kansas,20,55-64 years,Motor Vehicle Accidents,62,371505
Wyoming,56,65-74 years,Stroke,34,60590
Maryland,24,55-64 years,COVID-19,733,818519
Tennessee,47,55-64 years,Motor Vehicle Accidents,196,894697
Indiana,18,75-84 years,Other Accidents,309,317937
Nevada,32,65-74 years,Influenza & Pneumonia,100,303363
South Carolina,45,85+ years,COVID-19,1357,91410
North Carolina,37,75-84 years,Diabetes,775,515192
New Mexico,35,85+ years,Diabetes,121,41409
Virginia,51,65-74 years,Chronic Respiratory Diseases,882,802291
North Dakota,38,85+ years,Influenza & Pneumonia,66,18813
North Dakota,38,65-74 years,Stroke,45,66664
Virginia,51,45-54 years,Stroke,143,1100274
Maryland,24,35-44 years,Stroke,37,782213
Colorado,8,85+ years,Alzheimer & Brain Degeneration Disease,1406,89921
Connecticut,9,55-64 years,Kidney Disease,61,513455
Kansas,20,75-84 years,Kidney Disease,152,137573
Ohio,39,35-44 years,Other Causes,970,1397808
Oklahoma,40,65-74 years,Other Accidents,196,368050
Colorado,8,75-84 years,Influenza & Pneumonia,111,230360
Maryland,24,45-54 years,Heart Diseases,585,795467
West Virginia,54,65-74 years,Kidney Disease,120,217323
Ohio,39,25-34 years,Cancer,131,1554378
California,6,25-34 years,Other Causes,2234,6052952
Kentucky,21,45-54 years,Stroke,90,563662
Utah,49,55-64 years,Influenza & Pneumonia,28,303134
Iowa,19,45-54 years,Other Causes,297,362509
Florida,12,35-44 years,Diabetes,142,2600531
Virginia,51,55-64 years,Diabetes,438,1114417
Nebraska,31,65-74 years,Heart Diseases,596,178908
Nevada,32,85+ years,Motor Vehicle Accidents,15,44816
Georgia,13,55-64 years,Stroke,533,1307533
New Jersey,34,45-54 years,Stroke,108,1200823
Rhode Island,44,65-74 years,Influenza & Pneumonia,25,106159
Illinois,17,45-54 years,Kidney Disease,106,1599789
Missouri,29,35-44 years,Chronic Respiratory Diseases,21,753739
Alaska,2,75-84 years,Kidney Disease,18,23107
District of Columbia,11,65-74 years,Influenza & Pneumonia,13,50219
Ohio,39,85+ years,Cancer,4162,256272
Wisconsin,55,85+ years,Motor Vehicle Accidents,24,128309
Maine,23,65-74 years,Heart Diseases,534,169079
Arizona,4,65-74 years,Heart Diseases,2529,751699
North Carolina,37,35-44 years,Influenza & Pneumonia,28,1303427
Arkansas,5,75-84 years,Chronic Respiratory Diseases,781,161141
Mississippi,28,75-84 years,Kidney Disease,211,145440
New Mexico,35,55-64 years,Alzheimer & Brain Degeneration Disease,11,272921
Missouri,29,45-54 years,Other Causes,862,732944
Maryland,24,65-74 years,COVID-19,1237,561582
Connecticut,9,75-84 years,Heart Diseases,1672,186095
Virginia,51,75-84 years,Motor Vehicle Accidents,76,402130
Wisconsin,55,75-84 years,Motor Vehicle Accidents,51,294186
Kentucky,21,35-44 years,Influenza & Pneumonia,18,550953
Alabama,1,45-54 years,Cancer,630,616616
Massachusetts,25,35-44 years,Motor Vehicle Accidents,39,848373
Maryland,24,75-84 years,COVID-19,1650,278421
Montana,30,75-84 years,Influenza & Pneumonia,38,58951
California,6,35-44 years,Diabetes,236,5282100
Texas,48,35-44 years,Other Causes,2566,3942439
Alabama,1,65-74 years,Diabetes,347,501447
Nevada,32,55-64 years,Cancer,952,383476
Wisconsin,55,55-64 years,Other Causes,1405,823018
Utah,49,75-84 years,COVID-19,379,107832
Delaware,10,55-64 years,Other Accidents,72,137730
Oregon,41,65-74 years,Stroke,329,464598
Pennsylvania,42,85+ years,Diabetes,895,332112
Oregon,41,45-54 years,COVID-19,47,510127
Nebraska,31,55-64 years,Cancer,571,242293
Indiana,18,85+ years,Diabetes,423,131069
Washington,53,55-64 years,Heart Diseases,1413,959608
Tennessee,47,85+ years,Alzheimer & Brain Degeneration Disease,2725,121769
Kansas,20,65-74 years,COVID-19,622,272236
Arizona,4,85+ years,Other Accidents,578,145737
Indiana,18,35-44 years,Kidney Disease,14,828959
Alabama,1,75-84 years,Influenza & Pneumonia,255,256847
New York,36,45-54 years,Other Accidents,921,2471804
Oregon,41,75-84 years,Chronic Respiratory Diseases,718,216944
Washington,53,45-54 years,Motor Vehicle Accidents,86,923777
Michigan,26,85+ years,Heart Diseases,10592,213136
West Virginia,54,55-64 years,Heart Diseases,684,254726
Delaware,10,85+ years,Heart Diseases,827,20254
Florida,12,55-64 years,Other Accidents,1250,2898355
Connecticut,9,45-54 years,Cancer,327,476905
Kansas,20,15-24 years,Motor Vehicle Accidents,71,412813
Mississippi,28,85+ years,Other Accidents,160,52298
Nevada,32,45-54 years,Heart Diseases,391,394228
California,6,65-74 years,Motor Vehicle Accidents,449,3386670
North Carolina,37,55-64 years,Cancer,3866,1362125
Montana,30,55-64 years,Motor Vehicle Accidents,23,150008
Iowa,19,65-74 years,Alzheimer & Brain Degeneration Disease,103,311447
Ohio,39,75-84 years,COVID-19,4157,600805
New York,36,85+ years,Kidney Disease,1092,460001
Colorado,8,55-64 years,Alzheimer & Brain Degeneration Disease,43,713013
Nebraska,31,85+ years,Stroke,346,43058
Ohio,39,65-74 years,Stroke,1009,1189243
Kansas,20,45-54 years,Cancer,276,327961
Louisiana,22,35-44 years,Heart Diseases,265,589854
Arkansas,5,45-54 years,Motor Vehicle Accidents,87,361582
Illinois,17,55-64 years,Other Accidents,764,1658283
New Hampshire,33,55-64 years,COVID-19,33,214314
Ohio,39,55-64 years,Cancer,4914,1604683
New Jersey,34,55-64 years,COVID-19,2158,1223649
Kentucky,21,85+ years,Diabetes,268,81868
Alaska,2,65-74 years,COVID-19,61,61300
Tennessee,47,75-84 years,Diabetes,561,340228
